Age,Qualifications,Tasks_completed,Due_tasks,Awards,Experience,AttendancePercentage,promoted
62,B.Tech,78,8,3,6,95.6,1
37,B.Tech,14,8,9,9,90.58,0
38,M.Tech,35,4,9,11,78.9,1
58,BSC,83,13,11,13,52.25,0
42,BBA,22,10,12,23,61.03,0
29,MBA,91,3,1,16,82.88,1
26,MSC,57,2,7,16,89.27,1
27,BBA,66,11,7,5,92.68,1
61,MBA,10,11,2,18,68.24,0
33,M.Tech,62,18,10,3,73.24,0
38,MBA,10,8,8,5,73.51,0
21,BBA,1,12,9,7,90.24,0
53,M.Tech,81,13,12,21,77.49,1
47,BBA,33,9,5,2,88.37,1
59,MSC,4,7,2,7,50.52,0
62,M.Tech,96,3,12,21,76.06,1
51,M.Tech,51,10,1,1,51.24,0
55,BSC,52,0,0,18,80.75,1
52,MBA,12,5,3,25,67.05,0
38,MSC,13,19,1,13,65.08,0
50,B.Tech,16,6,0,18,59.49,0
42,B.Tech,56,9,3,5,53.61,0
33,MBA,88,10,2,24,56.21,1
53,M.Tech,68,13,13,9,55.04,1
48,BBA,61,2,10,28,78.52,1
45,BBA,47,4,8,17,95.86,1
51,B.Tech,40,15,14,12,72.19,0
58,BBA,18,6,8,28,55.49,0
60,M.Tech,35,8,4,3,85.13,0
41,BSC,62,16,9,2,94.66,1
44,BSC,3,6,13,20,94.99,1
41,MSC,51,5,0,27,98.43,1
38,M.Tech,29,14,3,20,61.22,0
38,BBA,27,3,3,20,56.13,0
57,BBA,60,8,7,23,74.17,1
49,B.Tech,52,2,1,26,74.64,1
48,PhD,46,17,4,17,84.56,1
52,PhD,48,7,11,9,79.06,0
23,BBA,33,13,11,26,65.44,1
33,BSC,99,2,13,6,94.9,1
32,MBA,85,16,8,22,82.41,1
29,MSC,77,8,7,18,75.03,1
29,MSC,98,9,11,15,97.9,1
54,BBA,7,9,7,14,87.75,0
55,BSC,78,10,6,16,95.41,1
24,BBA,47,3,8,4,51.01,0
27,MSC,67,1,13,29,80.45,1
33,PhD,19,18,7,18,74.87,0
50,BBA,99,1,14,8,59.56,1
46,PhD,71,6,9,12,95.06,1
24,M.Tech,31,5,8,21,55.77,0
55,PhD,65,6,6,7,67.5,1
50,BSC,15,15,8,26,65.74,0
52,PhD,74,17,7,18,63.29,1
61,BSC,62,18,4,9,59.02,1
30,MSC,28,5,1,1,89.62,0
57,M.Tech,74,6,8,14,82.38,1
53,MBA,67,17,10,21,74.11,1
30,BBA,69,2,8,24,52.16,1
32,B.Tech,3,18,9,3,77.34,0
43,BBA,16,17,7,19,94.61,0
22,MSC,10,12,14,4,64.34,0
33,BBA,84,17,10,10,56.55,1
22,PhD,30,1,9,15,97.6,1
21,B.Tech,85,6,12,15,71.45,1
23,MBA,44,4,11,6,72.36,0
35,PhD,50,15,9,25,93.66,1
21,B.Tech,36,18,3,6,55.58,0
26,BBA,89,11,8,21,76.79,1
54,PhD,71,6,14,25,74.03,1
53,M.Tech,93,1,3,6,64.57,1
40,BSC,25,18,12,8,78.16,0
26,PhD,44,16,8,23,74.59,0
54,MBA,33,5,13,23,55.34,1
48,BSC,34,5,6,12,67.37,0
43,MBA,8,18,9,3,53.82,0
22,MSC,83,19,10,2,94.75,1
48,PhD,49,17,13,16,55.99,1
27,PhD,64,4,10,10,76.69,0
61,BBA,32,18,2,29,51.79,0
61,M.Tech,57,3,2,14,55.16,0
55,MBA,53,8,5,16,81.29,1
43,MBA,50,14,9,1,50.56,0
58,MBA,55,14,9,8,84.32,1
24,BBA,16,5,8,2,77.41,0
62,B.Tech,92,18,14,15,73.66,1
45,BBA,45,3,4,27,90.55,1
63,PhD,13,2,2,15,52.16,0
32,B.Tech,43,5,2,11,72.03,0
28,MBA,79,15,7,14,88.59,1
22,BSC,91,0,4,5,84.89,1
57,M.Tech,9,15,13,4,86.82,0
58,PhD,51,8,2,9,81.2,1
56,PhD,45,0,10,8,55.26,0
35,MSC,20,13,5,19,68.16,0
23,M.Tech,14,15,12,20,80.54,0
47,BBA,46,3,6,29,92.52,1
39,M.Tech,16,7,4,26,92.06,0
31,B.Tech,39,2,11,18,96.57,1
61,PhD,50,19,0,20,89.71,1
49,PhD,62,13,6,2,96.69,1
55,MBA,77,5,11,3,96.3,1
37,BSC,38,19,0,10,96.71,1
64,MBA,47,8,0,4,54.45,0
49,MBA,70,2,5,23,70.69,1
64,BSC,78,8,4,11,64.88,1
37,PhD,84,18,9,21,91.02,1
27,MSC,21,9,6,11,86.51,0
37,MBA,42,4,7,29,82.45,1
25,BBA,26,19,0,8,88.54,0
48,PhD,59,17,14,21,99.95,1
51,M.Tech,71,10,10,18,85.16,1
52,B.Tech,91,3,8,22,81.34,1
41,PhD,28,1,6,4,75.39,0
39,B.Tech,74,18,0,12,55.18,1
21,PhD,57,11,5,25,56.88,1
22,BBA,40,12,12,24,98.84,1
47,B.Tech,76,3,3,19,75.56,1
24,PhD,60,4,4,11,83.34,1
29,PhD,45,9,14,24,78.8,0
48,BSC,95,1,4,27,94.94,1
62,PhD,67,9,12,22,68,1
22,B.Tech,49,5,7,25,92.76,1
22,PhD,98,3,13,25,59.08,1
62,B.Tech,90,5,2,24,93.84,1
27,BBA,59,5,0,7,87.05,0
26,B.Tech,21,4,12,1,79.66,0
54,MBA,94,7,13,11,51.12,1
40,B.Tech,53,4,0,23,71.59,1
48,BSC,57,9,14,8,71.95,0
49,MSC,76,3,7,20,72.58,1
56,BBA,16,16,2,8,61.02,0
48,MSC,44,14,0,6,58.43,0
42,MSC,52,13,14,9,79.43,0
51,B.Tech,92,11,11,11,74.96,1
44,B.Tech,52,13,12,7,99.61,1
45,BSC,35,7,13,12,85.9,0
58,B.Tech,44,10,6,13,83.43,0
39,PhD,79,19,13,25,64.64,1
41,M.Tech,95,15,6,4,83.54,1
41,M.Tech,17,5,14,13,64.42,0
36,MSC,24,5,1,17,77.03,1
49,M.Tech,73,4,4,11,53.6,1
23,BSC,57,3,1,1,84.64,0
55,BBA,11,10,1,11,75.47,0
61,BSC,73,17,6,16,70.21,1
42,BSC,61,1,4,19,78.13,1
60,PhD,56,7,12,6,67.53,0
62,MBA,69,14,8,27,63.2,1
51,PhD,9,14,12,19,77.69,0
21,MSC,60,12,8,11,90.49,1
23,MBA,76,16,9,28,64.45,1
30,MSC,44,13,0,19,57.78,0
51,BBA,82,2,0,5,87.97,1
23,B.Tech,11,19,8,15,72.54,0
23,M.Tech,21,3,10,3,65.65,0
63,M.Tech,87,8,11,10,61.69,1
48,M.Tech,20,19,4,20,66.96,0
37,M.Tech,54,6,0,13,89.45,0
51,MBA,82,9,4,25,62.82,1
37,BBA,18,15,12,4,88.23,0
26,BSC,97,0,12,5,95.22,1
64,BSC,66,10,6,18,95.14,1
43,MSC,78,4,11,28,68.82,1
58,PhD,3,17,13,19,51.14,0
48,B.Tech,97,6,2,9,62.64,1
26,M.Tech,89,11,12,1,57.69,1
48,M.Tech,20,2,6,19,57.35,0
35,PhD,3,15,8,19,80.36,0
23,B.Tech,79,17,2,16,56.86,0
30,MSC,60,1,11,22,63.56,1
27,BSC,70,2,9,26,69.52,1
22,B.Tech,15,7,2,20,77.66,0
36,PhD,24,8,7,10,57.21,0
50,BBA,90,10,5,9,71.01,1
39,BSC,5,6,8,2,60.79,0
25,BSC,7,8,5,23,68.29,0
50,MBA,78,18,2,28,95.43,1
32,BBA,6,10,7,2,79.99,0
50,MBA,64,18,2,22,64.7,1
54,MBA,81,11,14,22,84.68,1
64,MBA,93,12,0,24,94.65,1
22,MBA,39,6,1,20,65.28,0
38,PhD,82,12,5,29,65.79,1
60,M.Tech,21,6,5,24,81.12,1
49,MBA,13,16,12,1,72.8,0
63,MBA,87,14,2,24,96.95,1
21,MSC,76,16,14,12,93.71,1
50,BBA,66,16,4,4,88.34,1
52,MSC,12,11,8,19,96.55,1
63,B.Tech,33,6,9,13,57.75,0
28,B.Tech,21,7,2,28,56.33,0
35,B.Tech,15,18,10,14,92.71,0
58,MBA,60,12,2,3,69.85,0
21,B.Tech,10,9,7,12,54.14,0
41,BSC,42,6,9,22,76.74,0
44,M.Tech,97,0,13,21,67.86,1
46,PhD,80,7,9,26,90.36,1
56,B.Tech,99,14,2,3,84.97,1
34,BBA,68,10,6,28,80.89,1
31,PhD,34,7,7,3,80.89,0
43,B.Tech,98,4,9,2,99.24,1
42,BBA,50,13,11,15,63.24,0
58,B.Tech,97,0,5,19,95.6,1
32,PhD,79,0,1,2,60.59,0
54,MSC,16,0,8,9,51.1,0
33,MBA,25,0,12,9,79.39,0
26,PhD,15,16,2,14,66.31,0
39,MSC,64,15,5,15,76.41,1
33,B.Tech,68,3,13,28,60.21,1
35,B.Tech,28,18,13,1,83.97,0
51,MSC,77,12,12,28,69.8,1
59,BBA,35,6,8,12,97.57,1
50,MSC,52,4,3,20,78.22,1
31,PhD,93,10,4,24,61.43,1
25,B.Tech,37,9,7,14,54.67,0
42,PhD,98,4,14,16,58.8,1
32,MBA,89,19,11,28,84.13,1
63,B.Tech,44,12,13,7,89.78,1
29,MBA,26,7,6,22,92.58,1
55,MBA,22,12,3,18,78.78,0
41,BBA,29,14,14,14,67.7,0
34,MBA,89,4,14,24,63.85,1
58,M.Tech,88,3,11,14,82.99,1
32,B.Tech,38,10,11,15,96.51,1
54,B.Tech,14,4,3,28,62.46,0
54,MBA,67,16,7,12,65.45,1
33,PhD,35,4,14,16,68.48,1
36,BBA,46,13,14,4,69.37,0
49,BBA,81,0,3,18,60.39,1
23,BBA,9,15,2,26,97.25,0
63,MBA,8,16,2,19,89.35,0
27,MBA,69,14,2,11,70.44,1
21,MSC,90,13,2,6,84.79,1
51,MBA,98,6,0,9,59.31,1
56,BSC,99,6,13,12,97.37,1
52,M.Tech,14,12,12,8,68.79,0
30,BBA,9,15,6,23,92.67,0
64,BBA,50,18,7,9,86.69,0
62,MBA,13,6,8,9,56.79,0
51,M.Tech,67,15,1,10,69.8,1
25,BSC,50,19,0,5,71.49,0
58,M.Tech,83,1,10,16,73.43,1
37,B.Tech,25,9,11,2,74.82,0
49,BSC,63,6,12,20,85.46,1
25,BBA,16,2,4,5,58.28,0
32,B.Tech,62,13,13,21,78.69,1
60,BSC,23,15,5,29,71.07,0
48,BSC,66,15,12,27,66.25,1
41,B.Tech,17,9,13,9,53.6,0
61,B.Tech,15,16,5,9,55.65,0
21,BSC,89,11,9,16,98.92,1
30,PhD,27,3,11,2,61.47,0
61,B.Tech,98,3,10,11,83.5,1
52,PhD,66,5,5,9,91.87,1
40,MSC,40,4,7,23,59.01,1
64,PhD,64,7,1,29,61.31,1
57,BSC,78,13,12,3,67.68,1
35,MBA,36,0,12,11,58.4,0
52,MSC,14,19,13,9,94.78,0
34,MBA,80,8,11,4,88.32,1
45,BBA,60,11,9,20,77.01,1
35,BBA,79,8,13,18,72.68,1
58,MBA,8,19,3,16,80.61,0
40,PhD,99,2,1,19,57.76,1
26,MBA,95,4,13,15,61.6,1
53,MSC,11,19,1,10,65.83,0
24,PhD,5,9,7,13,55.1,0
43,BBA,8,1,2,17,81.62,0
27,M.Tech,74,5,7,21,89.1,1
36,BSC,46,10,2,7,60.78,0
63,MBA,46,4,7,5,92.07,1
61,PhD,86,13,4,22,99.05,1
49,B.Tech,5,8,13,23,53.18,0
62,PhD,66,16,5,27,91.13,1
45,MSC,13,4,0,14,94.17,1
38,MBA,15,17,4,1,88.73,0
32,MSC,7,3,5,11,99.61,0
42,MSC,18,15,7,15,59.38,0
37,MBA,12,10,14,15,51.14,0
43,B.Tech,82,3,7,25,73.19,1
49,B.Tech,31,6,6,19,76.46,0
36,PhD,34,8,5,29,51.4,1
59,BBA,3,2,12,21,79.01,0
47,MBA,91,17,2,20,70.43,1
54,B.Tech,76,12,12,6,65.62,1
33,PhD,90,2,0,12,83.57,1
53,MSC,19,2,13,10,73.54,0
33,B.Tech,50,8,0,13,64.23,1
49,B.Tech,86,9,9,29,87.55,1
30,MBA,73,14,12,5,97.53,1
42,PhD,93,5,4,20,93.8,1
31,B.Tech,67,13,10,19,71.06,1
60,BBA,38,12,11,4,53.19,0
41,BSC,25,18,5,3,78.54,0
24,BBA,56,4,9,21,84.98,1
53,MSC,61,11,5,23,53.9,1
22,M.Tech,31,2,14,14,69.31,0
47,M.Tech,41,2,5,19,61.39,1
48,MBA,70,18,3,17,96.48,1
50,MSC,19,12,6,9,86.14,0
30,MSC,94,15,2,29,64.22,1
48,MBA,49,15,10,14,89.35,1
48,PhD,11,3,1,7,80.12,0
59,B.Tech,44,4,11,19,84.79,1
51,PhD,19,9,3,20,85.08,0
52,BBA,8,10,1,18,79.51,0
23,BBA,88,4,5,24,65.8,1
21,MSC,14,9,2,2,55.41,0
28,PhD,96,8,9,6,64.69,1
23,MSC,16,10,11,24,90.68,1
43,MSC,52,19,7,13,64.99,0
39,M.Tech,65,17,8,10,83.42,1
26,BSC,85,14,13,6,86.19,1
58,BBA,32,3,13,12,63.12,1
40,B.Tech,88,17,12,22,53.25,1
24,BBA,57,15,12,20,55.59,0
49,BBA,60,11,4,19,76.96,1
59,B.Tech,88,5,4,4,65.34,1
63,PhD,27,7,10,10,99.06,0
24,MSC,33,16,11,25,71.21,0
58,BSC,33,3,10,27,98.94,1
32,M.Tech,36,11,8,20,54.7,0
26,PhD,96,11,4,19,51.01,1
50,B.Tech,21,18,12,12,62.62,0
47,MBA,14,6,7,28,80.75,0
40,BBA,81,1,5,5,88.89,1
31,MSC,84,7,8,9,82.93,1
52,B.Tech,71,18,2,11,55.04,0
21,MBA,10,14,10,25,68.89,0
34,MBA,56,0,4,18,61.45,1
34,PhD,44,19,4,12,68.6,0
42,BSC,69,10,1,27,90.78,1
52,BSC,35,4,3,10,69,0
33,MBA,65,15,8,24,67.49,1
24,M.Tech,93,2,0,11,92.45,1
32,B.Tech,8,4,11,3,75.35,0
40,PhD,43,8,10,16,77.63,1
57,PhD,45,5,1,11,50.33,0
53,BSC,40,9,11,11,72.16,0
43,BBA,4,8,5,14,50.83,0
38,B.Tech,58,7,11,18,95.43,1
22,MSC,99,12,7,24,72.25,1
25,BSC,28,0,9,27,64.28,0
60,MSC,86,16,3,8,86.58,1
53,PhD,51,5,13,9,61.45,0
46,B.Tech,17,6,1,5,96.11,0
36,PhD,86,19,2,29,70.68,1
47,M.Tech,76,12,6,7,59.78,0
59,BSC,46,2,7,15,78.26,1
33,BSC,78,12,14,28,77.58,1
35,MSC,41,9,3,23,90.4,1
49,M.Tech,55,19,14,29,76.45,1
32,M.Tech,46,17,10,26,93.02,1
57,BSC,23,5,2,29,82.86,1
24,M.Tech,24,10,6,3,85.99,0
38,BBA,17,18,2,8,59,0
51,MBA,87,12,10,6,76.06,1
44,PhD,39,19,4,7,70.67,0
26,MBA,57,13,5,26,52.04,1
48,MSC,7,11,2,26,83.94,0
55,PhD,26,3,7,27,70.94,0
26,B.Tech,46,4,2,27,77.45,1
58,BSC,52,6,8,18,54.21,0
60,BSC,88,1,4,26,71.76,1
59,PhD,5,0,9,6,80.22,0
25,MBA,83,19,1,23,58.56,1
28,MBA,56,16,14,20,64.36,1
38,PhD,29,7,7,4,92.61,0
61,M.Tech,25,3,5,12,57.71,0
50,MBA,59,13,11,21,81.63,1
46,BSC,37,6,0,28,78.02,1
39,BSC,85,0,14,24,96.74,1
36,M.Tech,48,18,3,19,99.34,1
33,PhD,4,11,6,27,93.09,1
21,PhD,94,1,1,10,86.98,1
42,MSC,23,8,7,8,57.99,0
63,MBA,79,9,2,20,63.35,1
58,BBA,61,14,8,22,69.04,1
31,M.Tech,6,0,6,27,75.22,0
23,MSC,71,7,14,25,59.05,1
23,MSC,22,13,10,28,71.31,0
42,B.Tech,26,6,7,13,63.59,0
34,B.Tech,62,19,0,29,65.18,1
42,BSC,31,0,11,29,62.64,1
36,M.Tech,25,1,10,28,55.24,0
37,M.Tech,57,16,5,23,74.48,1
41,B.Tech,93,14,3,29,94.61,1
26,MSC,22,5,4,15,74.15,0
54,MSC,68,6,5,29,94.55,1
26,MBA,81,15,8,25,60.68,1
37,MBA,53,13,6,5,93.54,1
57,MBA,34,16,11,21,76.4,0
24,MSC,28,13,9,10,67.12,0
62,PhD,34,4,4,20,76.05,0
48,B.Tech,82,7,5,25,54.11,1
55,M.Tech,50,18,9,14,79.35,1
56,BSC,28,4,13,20,88.81,1
38,MBA,66,17,9,12,74.66,1
64,B.Tech,79,16,14,20,74.51,1
53,BSC,80,9,13,4,81.07,1
33,BSC,60,2,3,20,79.95,1
39,PhD,59,11,1,7,82.52,1
61,BSC,6,1,1,27,87.05,0
41,BSC,26,3,5,10,86.84,1
51,BSC,70,8,10,29,89.32,1
37,MBA,51,7,5,7,58.01,0
54,M.Tech,35,6,8,26,50.7,1
44,BBA,68,16,0,6,94.56,1
45,PhD,28,1,12,22,80.9,1
57,MBA,45,17,2,1,55.38,0
41,PhD,40,3,1,11,52.56,0
58,BBA,2,12,4,28,87.1,0
22,M.Tech,76,15,5,25,71.18,1
45,MBA,32,19,5,12,61.89,0
59,M.Tech,97,7,7,4,99.26,1
32,PhD,29,12,8,2,70.61,0
54,B.Tech,58,11,7,21,79.3,1
31,MSC,52,13,1,28,91.63,1
21,M.Tech,88,17,12,6,57.93,1
28,BBA,89,13,10,13,77.47,1
53,M.Tech,76,13,0,5,91.78,1
21,MSC,25,5,12,6,65.42,0
62,MSC,26,18,1,16,87.84,1
39,MSC,63,13,11,29,77.95,1
30,BSC,26,12,4,5,95.61,1
39,BBA,78,17,11,11,71.85,1
44,BBA,91,14,1,8,97.68,1
32,M.Tech,85,5,2,18,67.92,1
52,PhD,81,11,0,19,91.22,1
38,MSC,8,0,3,4,75.96,0
48,BSC,64,0,13,11,56.51,1
21,BSC,7,6,0,24,53.12,0
49,MSC,45,5,5,19,81.43,1
48,BSC,49,13,6,8,65.53,1
25,MSC,90,17,10,21,85.39,1
60,M.Tech,68,0,4,28,57.03,1
50,BSC,5,19,6,11,97.33,0
47,B.Tech,84,19,5,3,73.24,1
31,MBA,72,4,2,8,99.24,1
64,MBA,80,8,12,29,70.35,1
47,BSC,8,16,7,21,55.96,0
44,BSC,43,18,5,17,75.13,0
37,BSC,52,0,6,18,52.65,1
28,M.Tech,86,15,4,24,66.47,1
29,MBA,87,4,7,8,93.91,1
23,BSC,73,1,0,2,56.29,0
21,MSC,11,11,2,8,94.06,0
31,M.Tech,12,0,7,25,98.34,1
64,B.Tech,92,13,7,8,97.25,1
31,MBA,29,9,8,5,83.72,0
27,BBA,46,4,11,2,97.99,1
39,B.Tech,28,2,9,12,86.51,0
33,BSC,93,12,1,28,75.49,1
33,PhD,96,17,6,4,80.73,1
58,PhD,81,5,11,11,76.61,1
53,BSC,12,15,10,21,50.32,0
58,MSC,93,11,11,16,65.22,1
26,MSC,34,2,12,24,85.77,0
45,B.Tech,65,6,14,29,70.77,1
56,MBA,60,3,10,26,74.37,1
27,BBA,39,2,1,5,53.44,0
43,BSC,56,1,6,12,68.96,0
57,BSC,74,6,4,19,87.35,1
42,BSC,38,3,1,4,71.15,0
34,B.Tech,60,13,1,15,70.06,1
47,BBA,48,9,9,18,94.21,1
46,M.Tech,81,3,3,4,87.19,1
64,PhD,45,17,5,10,59.78,0
43,BSC,77,0,1,8,63.71,0
48,MBA,47,16,3,11,60.87,1
34,PhD,79,9,14,7,64.82,1
39,PhD,31,9,11,14,50.62,0
46,BBA,55,6,7,17,50.57,0
56,B.Tech,1,0,9,20,75.36,0
29,B.Tech,71,5,13,12,86.22,1
60,PhD,11,17,0,3,88.19,0
45,B.Tech,1,7,1,23,75.97,0
42,B.Tech,67,12,0,23,52.93,1
37,MBA,31,12,14,1,66.34,0
40,MBA,70,5,2,9,78.67,1
38,M.Tech,2,9,0,22,79.88,0
64,M.Tech,39,12,13,24,84.9,1
21,MSC,47,18,7,25,62.2,0
31,MBA,84,5,4,19,68.51,1
37,BSC,47,4,3,27,90.57,1
32,M.Tech,54,11,11,26,95.54,1
45,MBA,28,4,13,21,63.99,0
35,BBA,70,19,14,9,89.3,1
24,BBA,67,6,2,29,55.99,0
26,M.Tech,70,6,3,12,63.55,1
52,BSC,63,11,1,20,69.9,1
59,MBA,53,12,13,29,54.52,1
62,MBA,32,12,7,4,98.59,0
60,BSC,1,15,8,5,89.02,0
63,MSC,54,16,7,18,54.05,0
42,B.Tech,57,14,2,22,69,1
56,M.Tech,67,9,0,20,68.21,1
22,MSC,41,8,12,12,56.38,0
42,PhD,60,19,11,13,53.76,0
48,M.Tech,44,14,7,4,63.36,0
28,M.Tech,53,6,7,16,77.87,1
42,MBA,12,6,8,16,92.33,1
56,MSC,88,3,0,23,50.77,1
42,B.Tech,54,8,14,17,81.08,0
62,MBA,62,0,14,18,76.9,1
51,B.Tech,25,9,7,17,56.41,0
52,M.Tech,57,10,13,13,83.96,1
32,B.Tech,42,7,1,28,72.49,0
39,MSC,69,17,13,19,57.7,1
38,MBA,7,15,10,14,50.58,0
49,MSC,93,3,0,6,99.64,1
51,MBA,49,16,12,26,55.94,1
38,PhD,2,8,11,23,60.27,0
48,MSC,61,17,0,3,65.57,0
50,B.Tech,70,6,2,28,56.86,1
51,MBA,69,10,14,13,91.88,1
26,B.Tech,50,16,4,13,85.02,1
40,BSC,42,15,2,4,94.79,1
26,MSC,3,9,9,12,68.14,0
50,MBA,6,7,7,4,54.15,0
49,BSC,36,4,13,7,86.57,1
54,PhD,54,8,14,23,93.62,1
48,B.Tech,28,11,6,28,90.83,0
47,M.Tech,46,8,4,6,88.25,1
38,B.Tech,70,8,0,27,72.47,1
42,B.Tech,54,0,8,21,56.28,1
26,BSC,69,7,4,15,77.02,1
37,MBA,64,12,3,13,52.75,1
51,MBA,52,16,6,21,94.23,1
29,PhD,24,5,3,4,79.9,0
21,M.Tech,59,17,10,9,75.26,0
51,MBA,47,8,9,14,91.69,1
44,PhD,23,5,11,27,94.43,1
26,BBA,92,3,8,4,81.01,1
55,PhD,63,3,14,3,95.06,1
23,MBA,72,10,3,23,94.8,1
56,B.Tech,51,13,12,28,61.86,1
37,MSC,96,18,1,27,98.15,1
32,MBA,56,1,4,7,57.69,0
60,PhD,37,16,8,29,85.59,1
41,M.Tech,96,15,4,29,60.21,1
46,PhD,52,15,11,22,70.8,1
39,PhD,98,12,0,16,83.38,1
34,PhD,30,9,9,15,67.88,0
22,PhD,55,9,5,11,58.82,0
53,M.Tech,62,8,8,10,56.28,1
36,M.Tech,55,19,11,14,88.73,1
51,B.Tech,17,4,6,19,94.37,0
23,MBA,84,16,2,28,81.5,1
22,BSC,45,19,3,8,52.71,0
52,B.Tech,34,11,13,3,87.14,1
62,BSC,44,16,2,10,96.73,1
31,MSC,90,4,5,29,51.04,1
49,MBA,88,5,13,26,93.48,1
44,PhD,73,0,9,14,71.38,1
22,M.Tech,42,15,0,6,55.78,0
31,MSC,32,2,5,5,93.37,0
40,MSC,40,18,8,4,60.3,0
21,BBA,57,0,13,27,60.04,1
39,M.Tech,91,17,3,7,72.38,1
62,BSC,97,3,6,21,90.45,1
60,BBA,76,11,2,4,89.46,1
50,M.Tech,58,1,13,9,76.71,1
22,MBA,97,18,12,17,85.1,1
60,MBA,7,4,8,1,84.91,0
30,B.Tech,90,5,11,10,62.55,1
45,MBA,59,13,2,2,77.5,0
62,M.Tech,12,11,6,4,52.45,0
64,BSC,61,18,5,17,59.18,1
22,B.Tech,18,14,2,11,78.68,0
33,MBA,88,8,2,14,51.42,1
57,B.Tech,7,19,9,16,60.43,0
58,PhD,80,4,13,1,91.63,1
46,MSC,9,7,10,7,94.53,1
34,BBA,27,14,9,27,87.03,0
43,MSC,8,19,12,28,90.48,1
23,M.Tech,61,7,3,16,84.24,1
34,BBA,70,6,7,15,69.5,1
43,PhD,74,6,5,29,75.3,1
47,B.Tech,50,16,11,9,55.86,0
29,M.Tech,87,15,13,27,64.79,1
59,B.Tech,76,18,11,3,87.21,1
37,BSC,55,16,9,6,63.05,0
37,PhD,80,16,12,27,86.01,1
37,M.Tech,53,7,14,8,87.44,1
39,MSC,64,3,8,14,53.31,1
26,M.Tech,29,8,4,1,69.67,0
35,MBA,51,16,10,26,55.61,1
34,MBA,38,19,1,5,95.9,0
53,BBA,65,6,6,27,90.26,1
45,PhD,89,15,0,19,64.63,1
36,BBA,19,15,10,29,99.68,1
41,MSC,29,18,5,3,58.36,0
23,BBA,22,15,9,5,71.94,0
27,BSC,70,14,4,21,85.92,1
23,M.Tech,4,13,6,3,78.12,0
31,MBA,85,13,3,2,75.47,1
30,BSC,81,19,1,7,61.81,1
57,BSC,43,10,1,9,86.52,0
39,B.Tech,2,3,1,3,97.89,0
29,B.Tech,52,1,2,21,69.1,1
44,MSC,52,14,13,11,54.36,0
54,PhD,78,7,8,28,56.25,1
34,M.Tech,20,1,8,15,96.48,0
49,MBA,99,11,12,19,74.15,1
26,BBA,5,16,5,9,99.5,0
52,BBA,52,8,12,10,75.01,1
44,B.Tech,52,2,0,1,55.03,0
36,BBA,87,2,0,2,81.04,1
22,BSC,16,5,2,29,63.61,0
36,BBA,41,11,13,4,52.21,0
63,MSC,78,6,13,26,71.05,1
30,BBA,68,10,8,2,60.02,1
48,BBA,54,17,12,18,91.53,1
21,BBA,92,7,12,9,85.67,1
54,MSC,14,1,2,13,51.88,0
29,BBA,5,19,2,4,95.21,0
52,MBA,16,12,5,20,83.11,1
24,PhD,93,18,1,13,76.94,1
47,M.Tech,84,0,14,14,97.53,1
61,MBA,87,1,14,8,80.77,1
55,B.Tech,90,19,13,4,61.55,1
58,MBA,1,11,11,2,67.39,0
31,MSC,53,0,0,26,78.53,1
21,MBA,9,1,0,16,88.63,0
52,B.Tech,41,5,7,20,85.81,1
42,PhD,99,13,6,9,85.88,1
58,B.Tech,30,1,0,3,77.18,0
46,BBA,86,2,2,16,53.85,1
35,MSC,91,4,6,26,98.73,1
59,PhD,37,3,6,4,72.8,0
22,PhD,63,17,6,27,99.2,1
49,M.Tech,99,19,13,5,80.72,1
29,BBA,62,12,0,16,98.02,1
60,BSC,53,14,13,24,79.66,1
43,M.Tech,11,13,5,21,71.47,0
43,BBA,28,4,6,11,86.73,1
26,B.Tech,76,3,11,6,77.14,1
30,BBA,23,19,10,9,79.63,0
47,B.Tech,20,8,12,15,63.91,0
32,MSC,86,11,5,22,55.21,1
48,PhD,71,1,7,22,90.7,1
58,M.Tech,31,9,3,29,73.67,0
58,BSC,64,6,12,1,87.24,1
33,B.Tech,61,14,2,16,70.29,1
61,M.Tech,81,13,13,9,91.41,1
48,PhD,60,15,2,7,51.54,0
61,PhD,42,5,4,2,57.37,0
28,MBA,2,13,8,29,87.86,0
38,MSC,44,16,1,3,98.59,1
44,B.Tech,93,19,13,5,56.06,1
57,MSC,85,5,13,27,70.43,1
62,MSC,36,3,5,28,65.07,0
50,MSC,74,8,13,11,56.66,1
62,M.Tech,23,9,10,10,53.19,0
57,BSC,60,2,14,12,55.29,1
32,MSC,50,6,6,20,83.99,1
23,BBA,98,3,8,17,76.65,1
56,MSC,28,11,7,16,80.65,0
48,B.Tech,39,3,1,16,76.75,1
31,BBA,15,16,14,11,62.16,0
44,B.Tech,61,9,8,6,83.96,1
32,M.Tech,47,15,6,25,99.24,1
47,B.Tech,25,0,6,11,94.4,0
55,B.Tech,36,14,8,2,85.36,0
37,PhD,7,10,2,13,55.22,0
53,BBA,51,0,5,22,50.79,0
41,M.Tech,54,0,12,6,83.97,1
33,MBA,9,13,0,23,77.7,0
32,PhD,51,14,14,14,81.23,1
49,BBA,26,9,3,2,77.23,0
23,MSC,53,2,11,1,73.9,0
27,BSC,40,18,6,15,51.82,0
26,PhD,87,0,6,25,56.75,1
24,B.Tech,91,18,8,13,54.29,0
57,B.Tech,1,16,13,16,52.28,0
31,MSC,76,6,12,9,92.3,1
